Sentence,Predicted Label
" God and music will give you happiness definitely , I told my son . The god is his mother passed away a year ago . The god is his mother passed away a year ago . This movie is so powerful and give us energy to live . This movie is so powerful and gives us energy to live . His mother is still living with us in our heart . His mother is still living with us in our hearts . And he plays the piano with his own feeling like writing a diary . And he plays the piano with his own feeling , like writing a diary . I can feel everything in his music . I can feel everything in his music . God bless him . God bless him . Long time no write . Long time no write . Hi , how have you been ? Hi , how have you been ? Oh , I know I can see that if I read your diary logs . Oh , I know I can see that if I read your diary logs . Also you can see about me if you read my blogs in Japanese . Also , you can see about me if you read my blogs in Japanese . Anyway , I am back here . Anyway , I am back here . I will restart to study English in small steps . I will restart studying English in small steps . What a big change in design this Lang - had . What a big change in design this Lang - has undergone . Maybe I ca not familiarise this for now . Maybe I ca not familiarise myself with this for now . Korea is season is spring now . Korea is season is spring now . I do not like winter because I could not well endure cold weather . I do not like winter because I ca not well endure cold weather . I like to see the road bloomed flowers . I like to see the road bloomed with flowers . Most roses will begin to bloom from late May . Most roses will begin to bloom from late May . I am looking forward to be May ! ! I am looking forward to May ! ! I overslpet myself this morning . I overslept myself this morning . I did not hear alarm bell sound . I did not hear an alarm bell sound . I should have waken up at am , i wake up at am . I should have woken up at am , I woke up at am . Oh my god Oh my god I threw some water on my face . I threw some water on my face . I put ong my clothes hurriedly and went out . I put on my clothes hurriedly and went out . Fourtunately I am not late for work . Fortunately I am not late for work . I reached the work to the minute . I reached the work on time . I had the devil is my luck ! I had the devil is luck ! Do you have a twitter , of blog ? Do you have a Twitter , or blog ? My twitter site is My Twitter site is Click here ! Click here ! It is rainy day It is a rainy day It is rainy day . It is a rainy day . When I have left my home , rain did not came out . When I left home , the rain did not come out . It was warm all the better . It was warmer all the better . I got up AM today . I got up at AM today . I would get up same time now and for ever . I would get up at the same time now and for ever . I have to participate in education in my club . I have to participate in education in my club . I feel good for starting early this morning . I feel good about starting early this morning . now , I am going to a University Cafeteria . Now , I am going to a university cafeteria . I could not eat breakfast , so I am hungry . I could not eat breakfast , so I am hungry . the bible the bible We can make our plans , but the LORD determines our steps . We can make our plans , but the LORD determines our steps . PROVERVS , PROVERVS , It was rainy day . It was a rainy day . We put up together an umbrella . We put up an umbrella together . We had a launch in famous restaurant . We had a lunch in a famous restaurant . This restaurant is famed handmade knife - cut noodles which contained a short - necked clam and variety vagetables .",1
bye bye,1
ABC TV acknowledged that ABC committed the handling of,0
We DO have all those things ?,0
I started to climb from AM .,1
Today I am learning English .,1
I am feeling that spring has just come !,0
"I saw Aussive Australian people going to work who are student , employees , children .",1
Now I am writing some documents including some tutorials on the basic systems and how to use set up stuff .,0
as much as possible by various kinds of means .,1
I feel I should do so .,1
But I did not notice that .,0
because shortly join,0
This is the time to stick together and bring peace in this site .,1
Backstreet Boys,1
"I am absolutely attracted by the city is charm , and I look forward to making great success in the next few years , even though I am now just twenty years old .",0
Good by New Year holidays !,1
I sincerely pray for the repose of their souls .,0
"Additionally , my cold is not better .",1
I am happy with how I look ! ! ! ! !,1
I got a new domain !,1
I can do it .,0
Her team did not win the match yesterday .,0
Challenge with preparation and lose with grace if you are a man .,0
"As I save some money , the following thing is to spend them , and I do not have chances to save .",0
"Wo not you have a chair , please ?",1
It is almost storm .,0
Someone on this site was wondering why did people want to learn japanease .,1
Many volunteers repair broken toys once a month there .,0
I am happy to spend a time with my brother .,1
I made tofu hamburgers for dinner last night .,1
I have a dog .,0
My work is optimizing to develop a quantum memory which can keep quantum information .,0
Thank you ?,0
I made it ! !,0
" , , is the th day of the ninth month of the Japanese traditional moon - calendar .",1
"In my opinion , finding out the actual reasons is very important but I would like to realise them appropriately at the present time .",1
How should I think of the difference below ?,0
"Since my childhood I have liked to draw . In kindergarten the school girls were standing in a queue so I painted them all dolls , especially dolls in a swimsuit , and clothes that could be put on these dolls .",0
"We need constructive communication , and we should discuss what to do regardless of profession .",0
"Therefore , I think meats are better than fishes .",0
I do not grab what they say so much despite weeks past .,0
I was happy to hear that .,1
Hair cut,0
So now I am preparing a resume and script .,0
"Our teachers explained every sentence to us , and always ordered us to learn them by heart .",1
It was great fun for me !,1
I heard you should send money by registered mail by August th .,0
My feeling,1
I went shopping in the department store with my mother .,1
I actually not .,1
Also I received some request form the low court,1
Is it enough for you ?,0
I would visit some places .,1
"Right after he was arrested , the Minister of MIC was asked for his comments on this matter .",1
Iris Sound Project,0
frankly speaking I do not know which is right or wrong .,1
I will continue learning about education to be a teacher or stop it .,0
Do you think the Japanese train is too crowded ?,1
The Japanese SAMURAI umbrella,1
"Today , I cooked hashed meat with rice .",1
A melody is going on with us .,0
"It is a song describing my country , Belgium .",0
I feel the speed of child s growth is so fast .,1
"Actually , I did not know we could eat dolphins and Japan has treated dolphins as food until I met a girl who would ever eaten dolphin meat .",1
"After I finished my interview with the manager , he said , I will give you a phone call tomorrow between p . m . to to see if we employ you . But my phone did not ring .",1
